Mã số,Tên,Cơ quan ban hành,Cơ quan thực hiện,Lĩnh vực,URL
1.010541,"Cấp khẩn cấp số lưu hành mới đối với trang thiết bị y tế loại C, D phục vụ cho phòng, chống dịch bệnh, khắc phục hậu quả thiên tai, thảm họa trong trường hợp cấp bách",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-15b0-741c-a8e7-c58d015be370
1.009566,Cấp Giấy chứng nhận lưu hành tự do (CFS) đối với mỹ phẩm sản xuất trong nước để xuất khẩu,Bộ Y tế,Sở Y tế,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0e2a-76d1-951e-e96e5c089c6b
1.009346,Xét tặng giải thưởng Đặng Văn Ngữ trong lĩnh vực Y tế dự phòng,Bộ Y tế,Cục Phòng bệnh - Bộ Y tế; Sở Y tế,"Thi đua, khen thưởng",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0e26-755d-acb2-a9dad335f82d
1.009407,"Công bố đáp ứng tiêu chuẩn chế biến, bào chế thuốc cổ truyền đối với cơ sở khám bệnh, chữa bệnh bằng y học cổ truyền trực thuộc quản lý của Sở Y tế",Bộ Y tế,,Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0e24-732d-9992-1d352d13852e
1.009249,Xét tặng giải thưởng Hải Thượng Lãn Ông về công tác y dược cổ truyền,Bộ Y tế,"Cục Quản lý Y, Dược cổ truyền - Bộ Y tế","Thi đua, khen thưởng",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0e16-7722-86c8-9e0b3202f0c5
1.009406,"Công bố đáp ứng tiêu chuẩn chế biến, bào chế thuốc cổ truyền đối với cơ sở khám bệnh, chữa bệnh bằng y học cổ truyền trực thuộc quản lý của Bộ Y tế và y tế Bộ, Ngành",Bộ Y tế,"Cục Quản lý Y, Dược cổ truyền - Bộ Y tế",Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0e14-720b-abd7-f2a227e268c4
1.008396,"Đánh giá định kì việc duy trì đáp ứng Thực hành tốt nuôi trồng, thu hái dược liệu và các nguyên tắc, tiêu chuẩn khai thác dược liệu tự nhiên (GACP)",Bộ Y tế,Ủy ban nhân dân cấp tỉnh,Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0dd9-719b-9968-c09e5a970810
1.008397,"Đánh giá thay đổi, bổ sung việc đáp ứng Thực hành tốt nuôi trồng, thu hái dược liệu và các nguyên tắc, tiêu chuẩn khai thác dược liệu tự nhiên (GACP)",Bộ Y tế,Ủy ban nhân dân cấp tỉnh,Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0dd7-740f-8ab8-666523128f3c
1.008395,"Đánh giá việc đáp ứng Thực hành tốt nuôi trồng, thu hái dược liệu và các nguyên tắc, tiêu chuẩn khai thác dược liệu tự nhiên (GACP)",Bộ Y tế,Ủy ban nhân dân cấp tỉnh,Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0dd6-752f-987a-c0f96f35a401
1.008435,"Cấp, Cấp lại Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đạt yêu cầu Thực hành sản xuất tốt (GMP) thực phẩm bảo vệ sức khỏe",Bộ Y tế,Cục An toàn thực phẩm - Bộ Y tế,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0dd2-76fa-810a-3e4fa8b921a8
1.008398,Cấp lại Giấy chứng nhận dược liệu đạt GACP trong trường hợp bị mất hoặc hư hỏng,Bộ Y tế,Ủy ban nhân dân cấp tỉnh,Y Dược cổ truyền,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0dd1-70ab-8dda-ffd020477f10
1.004946,Áp dụng các biện pháp can thiệp khẩn cấp hoặc tạm thời cách ly trẻ em khỏi môi trường hoặc người gây tổn hại cho trẻ em,Bộ Y tế,Công an cấp Tỉnh; Công an cấp Xã; Ủy ban nhân dân cấp xã; Sở Y tế,Trẻ em,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-06f3-72b8-8ee4-370feddbb374
1.006780,"Cấp lại Giấy phép hoạt động đối với trạm, điểm sơ cấp cứu chữ thập đỏ do mất, rách, hỏng",Bộ Y tế,,"Khám bệnh, chữa bệnh",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0656-73e8-84dc-be214b7bea55
1.006424,Đăng ký xác nhận nội dung quảng cáo đối với thực phẩm bảo vệ sức khỏe,Bộ Y tế,Chủ tịch ủy ban nhân dân cấp tỉnh,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-0652-708f-8fac-327d6ab3e608
1.004941,"Đăng ký nhận chăm sóc thay thế cho trẻ em đối với cá nhân, người đại diện gia đình nhận chăm sóc thay thế không phải là người thân thích của trẻ em",Bộ Y tế,Ủy ban nhân dân cấp xã,Trẻ em,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-061f-74ea-9f1a-7afff1ba691a
1.004944,Chấm dứt việc chăm sóc thay thế cho trẻ em,Bộ Y tế,Ủy ban nhân dân cấp xã; Sở Y tế,Trẻ em,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-061e-754b-9a9b-2d642bcabeb4
1.004539,"Công bố đáp ứng yêu cầu là cơ sở thực hành trong đào tạo khối ngành sức khỏe đối với các cơ sở khám, chữa bệnh thuộc Sở Y tế và cơ sở khám bệnh, chữa bệnh tư nhân trên địa bàn tỉnh, thành phố",Bộ Y tế,,Đào tạo và Nghiên cứu khoa học,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-fe4f-718c-a488-4c5be293cf99
1.003844,Cấp giấy phép nhập khẩu trang thiết bị y tế,Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-f65e-7578-8760-5ab7370a5c09
1.003925,"Cấp mới số lưu hành đối với trang thiết bị y tế thuộc loại C, D đã có quy chuẩn kỹ thuật quốc gia tương ứng",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-f65a-72db-943f-28ab6e68fe93
1.003580,"Công bố cơ sở xét nghiệm đạt tiêu chuẩn an toàn sinh học cấp I, cấp II",Bộ Y tế,,Phòng bệnh,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-ee87-736a-9e64-89037020aa1d
1.003094,Kiểm tra nhà nước về an toàn thực phẩm đối với thực phẩm nhập khẩu theo phương thức kiểm tra giảm,Bộ Y tế,Hải quan cửa khẩu,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e6b2-72df-b4fb-86e72a6aef4d
1.003125,Cấp giấy phép hoạt động ngân hàng mô,Bộ Y tế,Cục Quản lý Khám chữa bệnh - Bộ Y tế,"Khám bệnh, chữa bệnh",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e6b0-76dc-94c4-7504361e1d73
1.003068,"Kiểm soát thay đổi khi có thay đổi thuộc một trong các trường hợp quy định tại các điểm d, đ và e Khoản 1 Điều 11 Thông tư 04/2018/TT-BYT",Bộ Y tế,Sở Y tế,Dược phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e6ac-769e-a879-0db696652666
1.003073,Điều chỉnh Giấy chứng nhận đủ điều kiện sản xuất mỹ phẩm,Bộ Y tế,,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e6ab-7239-bda1-9e392da2e0fa
1.003136,Đánh giá duy trì đáp ứng thực hành tốt phòng thí nghiệm,Bộ Y tế,Cục Quản lý Dược - Bộ Y tế,Dược phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e6a8-7255-bda5-5a09062296ba
1.003064,Cấp lại Giấy chứng nhận đủ điều kiện sản xuất mỹ phẩm,Bộ Y tế,,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e0c1-76d2-b93d-eab454590b02
1.003029,"Công bố tiêu chuẩn áp dụng đối với thiết bị y tế thuộc loại A, B",Bộ Y tế,Sở Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e0bf-71ee-a29f-b9a8d157ff6f
1.003055,Cấp Giấy chứng nhận đủ điều kiện sản xuất mỹ phẩm,Bộ Y tế,,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e0ab-7059-ad88-d866cba8ec2a
1.003039,"Công bố đủ điều kiện mua bán trang thiết bị y tế thuộc loại B, C, D",Bộ Y tế,,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e0a2-7738-a54e-2678ddada7fc
1.003006,Công bố đủ điều kiện sản xuất trang thiết bị y tế,Bộ Y tế,Sở Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-e030-76bf-846d-0462949f6823
1.002949,"Cấp mới số lưu hành đối với trang thiết bị y tế loại C, D là phương tiện đo phải phê duyệt mẫu theo quy định của pháp luật về đo lường",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-dfcd-755b-9b3c-fbd9ba18a300
1.002867,Kiểm tra nhà nước về an toàn thực phẩm đối với thực phẩm nhập khẩu theo phương thức kiểm tra thông thường,Bộ Y tế,Cơ quan chủ quản,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-df09-72ec-8f0f-b745cf9fa475
1.002600,Cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm sản xuất trong nước,Bộ Y tế,Sở Y tế,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-d75f-753e-b83d-d368d0820fec
1.002402,"Cấp mới số lưu hành đối với trang thiết bị y tế khác thuộc loại C, D",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-d6fe-76ff-92f1-f36cf242e691
1.002294,"Cấp bổ sung, sửa đổi Giấy chứng nhận đăng ký hoạt động kiểm định trang thiết bị y tế",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-cf40-749b-a561-77c7640741fd
1.002257,"Cấp Giấy chứng nhận cơ sở đáp ứng các nguyên tắc, tiêu chuẩn Thực hành tốt sản xuất mỹ phẩm của Hiệp hội các nước Đông Nam Á (CGMP-ASEAN)",Bộ Y tế,Cục Quản lý Dược - Bộ Y tế,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-cf33-7069-842f-81d8aac3b0ad
1.002238,"Xác nhận Đơn hàng nhập khẩu mỹ phẩm dùng cho nghiên cứu, kiểm nghiệm",Bộ Y tế,Sở Y tế,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-cf2e-7120-b14e-9409b6f4f622
1.002155,"Cấp mới số lưu hành trang thiết bị y tế thuộc loại C, D thuộc trường hợp cấp nhanh",Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-c787-714e-9bd0-86110a9ff70f
1.002151,Cấp Giấy chứng nhận đăng ký hoạt động kiểm định trang thiết bị y tế,Bộ Y tế,Cục Hạ tầng và Thiết bị y tế - Bộ Y tế,Thiết bị y tế,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-c76a-77d9-9005-d1899f6b8e33
1.002088,Cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm nhập khẩu,Bộ Y tế,Cục Quản lý Dược - Bộ Y tế,Mỹ phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-c753-745a-a2c6-6bc6271dc361
1.001806,"Quyết định công nhận cơ sở sản xuất, kinh doanh sử dụng từ 30% tổng số lao động trở lên là người khuyết tật",Bộ Y tế,Sở Y tế,Bảo trợ xã hội,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-bf7b-76bc-a73c-db67a995d158
1.001776,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Bộ Y tế,Ủy ban nhân dân cấp xã,Bảo trợ xã hội,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b7e6-740b-9573-24f800e8664d
1.001731,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội,Bộ Y tế,Ủy ban nhân dân cấp xã,Bảo trợ xã hội,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b7dd-7239-b166-b6cd79d326b8
1.001699,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật",Bộ Y tế,,Bảo trợ xã hội,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b7cd-76e9-b909-bcf437629cb8
1.001653,"Đổi, cấp lại Giấy xác nhận khuyết tật",Bộ Y tế,,Bảo trợ xã hội,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b7ab-731d-844a-5e232b77afef
1.001422,Đăng ký bản công bố sản phẩm sản xuất trong nước đối với thực phẩm bảo vệ sức khỏe,Bộ Y tế,Cục An toàn thực phẩm - Bộ Y tế,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b058-76f7-8c79-ed58dff97207
1.001386,Xác định trường hợp được bồi thường do xảy ra tai biến trong tiêm chủng,Bộ Y tế,Cơ quan chuyên môn về y tế thuộc Uỷ ban nhân dân cấp tỉnh,Phòng bệnh,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-b053-76cb-afeb-ddf1dd28ec1f
1.001411,Đăng ký bản công bố sản phẩm nhập khẩu đối với thực phẩm bảo vệ sức khỏe,Bộ Y tế,Cục An toàn thực phẩm - Bộ Y tế,An toàn thực phẩm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-aff8-756f-bc9a-928ae1eaf07c
1.001138,Cấp Giấy phép hoạt động đối với trạm sơ cấp cứu chữ thập đỏ,Bộ Y tế,,"Khám bệnh, chữa bệnh",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-afd6-7185-966d-d8a934e828a3
1.000091,Đề nghị chấm dứt hoạt động của cơ sở hỗ trợ nạn nhân,Bộ Y tế,Chủ tịch ủy ban nhân dân cấp tỉnh; Sở Y tế,"Phòng, chống tệ nạn xã hội",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a802-75be-93fc-cec6b0804337
3.000507,"Thủ tục chấp thuận chủ trương đầu tư đồng thời giao chủ đầu tư đối với trường hợp dự án đầu tư xây dựng nhà ở xã hội chưa được chấp thuận chủ trương đầu tư, chấp thuận đầu tư hoặc chưa có văn bản pháp lý tương đương",Bộ xây dựng (Giao thông vận tải cũ),Chủ tịch ủy ban nhân dân cấp tỉnh,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a075-77cb-b516-c082b8990ff0
1.000056,Cấp Giấy Xác nhận công bố phù hợp quy định đối với thuốc lá,Bộ Y tế,Cục Phòng bệnh - Bộ Y tế,Phòng bệnh,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a072-712b-a08b-6de556d7274f
3.000508,"Thủ tục điều chỉnh quyết định giao chủ đầu tư, quyết định chấp thuận chủ trương đầu tư đồng thời giao chủ đầu tư đối với dự án đầu tư xây dựng nhà ở xã hội",Bộ xây dựng (Giao thông vận tải cũ),Chủ tịch ủy ban nhân dân cấp tỉnh,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a070-74eb-ac35-165a750761d4
3.000506,"Thủ tục giao chủ đầu tư không thông qua đấu thầu đối với trường hợp dự án đầu tư xây dựng nhà ở xã hội đã được chấp thuận chủ trương đầu tư, chấp thuận đầu tư hoặc có văn bản pháp lý tương đương",Bộ xây dựng (Giao thông vận tải cũ),Chủ tịch ủy ban nhân dân cấp tỉnh,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a068-76eb-ab1f-aaef95d7f9b1
3.000504,Thủ tục chấp thuận chủ trương đầu tư đồng thời giao chủ đầu tư đối với trường hợp dự án đầu tư xây dựng nhà ở cho lực lượng vũ trang nhân dân chưa được chấp thuận chủ trương đầu tư,Bộ xây dựng (Giao thông vận tải cũ),Bộ Công an; Bộ Quốc phòng,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a064-70e4-b368-712093262d30
3.000505,"Thủ tục điều chỉnh quyết định giao chủ đầu tư, quyết định chấp thuận chủ trương đầu tư đồng thời giao chủ đầu tư đối với dự án đầu tư xây dựng nhà ở cho lực lượng vũ trang nhân dân",Bộ xây dựng (Giao thông vận tải cũ),Bộ Công an; Bộ Quốc phòng,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a063-76d4-8314-ecef2ba992ec
3.000503,Thủ tục giao chủ đầu tư không thông qua đấu thầu đối với dự án đầu tư xây dựng nhà ở cho lực lượng vũ trang nhân dân đã được chấp thuận chủ trương đầu tư,Bộ xây dựng (Giao thông vận tải cũ),Bộ Công an; Bộ Quốc phòng,Nhà ở và công sở,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a05b-7528-b0fa-fce0338009c2
2.002625,"Công bố khu vực, địa điểm tiếp nhận chất nạo vét trên bờ",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a05b-7108-ad19-1f26a7854989
3.000188,"Chấp thuận hoạt động khảo sát, thăm dò, xây dựng công trình, thiết lập vành đai an toàn của công trình hoặc các hoạt động khác trên tuyến hàng hải trong lãnh hải Việt Nam",Bộ xây dựng (Giao thông vận tải cũ),Bộ Xây dựng,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a05a-760c-bbcb-0d26a337e975
2.002617,"Cấp lại Giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện thủy nội địa do bị mất, bị hỏng",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a057-76b1-9285-ea8386e5642d
2.002623,"Chấp thuận đề xuất thực hiện nạo vét luồng hàng hải, đường thủy nội địa quốc gia",Bộ xây dựng (Giao thông vận tải cũ),Bộ Xây dựng,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a055-778e-b35e-764bec58bc15
2.002288,"Cấp, cấp lại Phù hiệu cho xe ô tô, xe bốn bánh có gắn động cơ kinh doanh vận tải",Bộ xây dựng (Giao thông vận tải cũ),,Đường bộ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a055-702e-b40b-ed5848ebb0d9
2.002616,Điều chỉnh thông tin trên Giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện thủy nội địa khi có sự thay đổi liên quan đến nội dung của Giấy phép,Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a055-702e-b40b-e820d455a039
2.002624,Chấp thuận đề xuất thực hiện nạo vét đường thủy nội địa địa phương,Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a055-702e-b40b-e41487bfaf7f
2.002615,Cấp Giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện thủy nội địa,Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a041-7378-ae18-d787dd4bd65a
2.002286,"Cấp lại Giấy phép kinh doanh vận tải bằng xe ô tô, bằng xe bốn bánh có gắn động cơ khi có sự thay đổi liên quan đến nội dung của Giấy phép kinh doanh hoặc Giấy phép kinh doanh bị thu hồi",Bộ xây dựng (Giao thông vận tải cũ),,Đường bộ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a040-706f-9fcd-7fbb660e5346
2.002287,"Cấp lại Giấy phép kinh doanh vận tải bằng xe ô tô, bằng xe bốn bánh có gắn động cơ trường hợp Giấy phép kinh doanh bị mất, bị hỏng",Bộ xây dựng (Giao thông vận tải cũ),,Đường bộ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a03d-7095-9f4e-fa1054f83a65
2.001655,Tàu biển quá cảnh,Bộ xây dựng (Giao thông vận tải cũ),Cảng vụ hàng hải; Biên phòng cửa khâu; Văn phòng đại diện Cảng vụ Hàng hải,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a03a-720d-85ac-f6b933832dbd
2.001659,Xóa đăng ký phương tiện,Bộ xây dựng (Giao thông vận tải cũ),,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a039-75a8-85e4-a19d8132bb5d
2.001719,"Đến cảng biển đối với tàu thuyền nước ngoài thực hiện các hoạt động về nghiên cứu khoa học, nghề cá, cứu hộ, trục vớt tài sản chìm đắm, lai dắt hỗ trợ trong vùng nước cảng biển, huấn luyện, văn hóa, thể thao, lắp đặt, xây dựng công trình biển, công trình ngầm, phục vụ khảo sát, thăm dò, khai thác tài nguyên, dịch vụ sửa chữa, đóng mới và các hoạt động về môi trường trong vùng biển Việt Nam",Bộ xây dựng (Giao thông vận tải cũ),Cục Hàng hải và Đường thủy Việt Nam,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a033-775f-9b09-25239675b3c8
2.002001,"Thủ tục cấp Giấy chứng nhận cơ sở đủ Điều kiện kinh doanh dịch vụ đào tạo thuyền viên, người lái phương tiện thủy nội địa",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a030-75df-9a5c-6632e7180d26
2.001219,"Chấp thuận hoạt động vui chơi, giải trí dưới nước tại vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải",Bộ xây dựng (Giao thông vận tải cũ),,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a02e-740d-af56-84138a7b2925
2.001921,"Chấp thuận vị trí, quy mô, kích thước, phương án tổ chức thi công biển quảng cáo, biển thông tin cổ động, tuyên truyền chính trị; chấp thuận xây dựng, lắp đặt công trình hạ tầng, công trình hạ tầng kỹ thuật sử dụng chung trong phạm vi bảo vệ kết cấu hạ tầng đường bộ; chấp thuận gia cường công trình đường bộ khi cần thiết để cho phép xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích lưu hành trên đường bộ",Bộ Xây dựng,Cục Đường bộ Việt Nam; Ủy ban nhân dân cấp xã,Đường bộ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a02c-754e-9e9e-afd5f23aa699
2.002285,Đăng ký khai thác tuyến vận tải hành khách cố định,Bộ xây dựng (Giao thông vận tải cũ),,Đường bộ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a02c-754e-9e9e-ab0fa592c466
2.001802,"Chấp thuận khu vực, địa điểm tiếp nhận chất nạo vét trên bờ, nhận chìm ở biển",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp tỉnh,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a02c-71ef-8ad3-2c61ef15b4d0
2.001711,"Đăng ký lại phương tiện trong trường hợp phương tiện thay đổi tên, tính năng kỹ thuật",Bộ xây dựng (Giao thông vận tải cũ),,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a02c-71ef-8ad3-2800da3a613b
2.001580,"Tàu biển đang đóng hoặc sửa chữa, hoán cải chạy thử",Bộ xây dựng (Giao thông vận tải cũ),Cảng vụ hàng hải; Văn phòng đại diện Cảng vụ Hàng hải,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-a026-759d-97d7-8fecc8abb577
2.001214,"Đăng ký lại phương tiện hoạt động vui chơi, giải trí dưới nước",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-98b3-7466-a42e-6b1743258d04
2.001215,"Đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước lần đầu",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-98ac-77de-bb23-6dbc853ac7d4
2.001211,"Xóa đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-98a8-76af-b485-17daf28c8fc9
2.001218,"Công bố mở, cho phép hoạt động tại vùng nước khác không thuộc vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải, được đánh dấu, xác định vị trí bằng phao hoặc cờ hiệu có màu sắc dễ quan sát",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-98a8-7009-ad19-2dc97a6d77af
2.001212,"Cấp lại Giấy chứng nhận đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9899-7115-a1a7-0bfbcb1f0e5d
2.001217,"Đóng, không cho phép hoạt động tại vùng nước khác không thuộc vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải, được đánh dấu, xác định vị trí bằng phao hoặc cờ hiệu có màu sắc dễ quan sát",Bộ xây dựng (Giao thông vận tải cũ),Ủy ban nhân dân cấp xã,Hàng hải và đường thủy nội địa,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9896-710f-8d0c-a4f8314241bf
